2001 1 0.05416 0.05116 0.05716
2001 2 0.05438 0.05138 0.05738
2001 3 0.05636 0.05336 0.05937
2001 4 0.06518 0.06218 0.06818
2001 5 0.06826 0.06526 0.07126
2001 6 0.06959 0.06659 0.07259
2001 7 0.07201 0.06901 0.07501
2001 8 0.07223 0.06923 0.07523
2001 9 0.07465 0.07165 0.07765
2001 10 0.07664 0.07364 0.07964
2001 11 0.07862 0.07562 0.08162
2001 12 0.08082 0.07782 0.08382
2001 13 0.08259 0.07959 0.08559
2001 14 0.08391 0.08091 0.08691
2001 15 0.08567 0.08267 0.08867
2001 16 0.08655 0.08355 0.08955
2001 17 0.08787 0.08487 0.09087
2001 18 0.08854 0.08553 0.09154
2001 19 0.09008 0.08708 0.09308
2001 20 0.09206 0.08906 0.09506
2001 21 0.09316 0.09016 0.09616
2001 22 0.09559 0.09259 0.09859
2001 23 0.09713 0.09413 0.10013
2001 24 0.09691 0.09391 0.09991
2002 1 0.01031 0.00731 0.01331
2002 2 0.02045 0.01745 0.02345
2002 3 0.02904 0.02604 0.03204
2002 4 0.04821 0.04521 0.05121
2002 5 0.05460 0.05160 0.05760
2002 6 0.05659 0.05359 0.05959
2002 7 0.05901 0.05601 0.06201
2002 8 0.05967 0.05667 0.06267
2002 9 0.06121 0.05821 0.06421
2002 10 0.06364 0.06064 0.06664
2002 11 0.06672 0.06372 0.06972
2002 12 0.06914 0.06614 0.07215
2002 13 0.07157 0.06857 0.07457
2002 14 0.07377 0.07077 0.07677
2002 15 0.07465 0.07165 0.07765
2002 16 0.07576 0.07276 0.07876
2002 17 0.07752 0.07452 0.08052
2002 18 0.07774 0.07474 0.08074
2002 19 0.07928 0.07628 0.08228
2002 20 0.08170 0.07870 0.08471
2002 21 0.08347 0.08047 0.08647
2002 22 0.08567 0.08267 0.08867
2002 23 0.08677 0.08377 0.08977
2002 24 0.08765 0.08465 0.09065
2003 1 0.06660 0.06360 0.06960
2003 2 0.06445 0.06145 0.06745
2003 3 0.06337 0.06037 0.06637
2003 4 0.06283 0.05983 0.06583
2003 5 0.06176 0.05876 0.06476
2003 6 0.05692 0.05392 0.05992
2003 7 0.05530 0.05230 0.05830
2003 8 0.04992 0.04692 0.05292
2003 9 0.04562 0.04262 0.04862
2003 10 0.03378 0.03078 0.03678
2003 11 0.02087 0.01787 0.02387
2003 12 0.00527 0.00227 0.00827
2003 13 0.00635 0.00335 0.00935
2003 14 0.01980 0.01680 0.02280
2003 15 0.03325 0.03025 0.03625
2003 16 0.04831 0.04531 0.05131
2003 17 0.05100 0.04800 0.05400
2003 18 0.05207 0.04907 0.05507
2003 19 0.05530 0.05230 0.05830
2003 20 0.05745 0.05445 0.06045
2003 21 0.05961 0.05661 0.06261
2003 22 0.06337 0.06037 0.06637
2003 23 0.06445 0.06145 0.06745
2003 24 0.06606 0.06306 0.06906
2004 1 0.08537 0.08237 0.08837
2004 2 0.08457 0.08157 0.08757
2004 3 0.08457 0.08157 0.08757
2004 4 0.08457 0.08157 0.08757
2004 5 0.08215 0.07915 0.08515
2004 6 0.08053 0.07753 0.08353
2004 7 0.07811 0.07511 0.08111
2004 8 0.07488 0.07188 0.07788
2004 9 0.07166 0.06866 0.07466
2004 10 0.07085 0.06785 0.07385
2004 11 0.07085 0.06785 0.07385
2004 12 0.06762 0.06462 0.07062
2004 13 0.06681 0.06381 0.06981
2004 14 0.06520 0.06220 0.06820
2004 15 0.06117 0.05817 0.06417
2004 16 0.05794 0.05494 0.06094
2004 17 0.05713 0.05413 0.06013
2004 18 0.05229 0.04929 0.05529
2004 19 0.05148 0.04848 0.05448
2004 20 0.04825 0.04525 0.05126
2004 21 0.04583 0.04283 0.04883
2004 22 0.03454 0.03154 0.03754
2004 23 0.02405 0.02105 0.02705
2004 24 0.01114 0.00814 0.01414
2005 1 0.09702 0.09402 0.10002
2005 2 0.09633 0.09333 0.09933
2005 3 0.09564 0.09264 0.09864
2005 4 0.09427 0.09127 0.09727
2005 5 0.09289 0.08989 0.09589
2005 6 0.09082 0.08782 0.09382
2005 7 0.08945 0.08645 0.09245
2005 8 0.08669 0.08369 0.08969
2005 9 0.08428 0.08128 0.08728
2005 10 0.08256 0.07956 0.08556
2005 11 0.08118 0.07818 0.08418
2005 12 0.08049 0.07749 0.08349
2005 13 0.07774 0.07474 0.08074
2005 14 0.07636 0.07336 0.07936
2005 15 0.07430 0.07130 0.07730
2005 16 0.07223 0.06923 0.07523
2005 17 0.06845 0.06545 0.07145
2005 18 0.06603 0.06303 0.06903
2005 19 0.06363 0.06062 0.06663
2005 20 0.06190 0.05890 0.06490
2005 21 0.05881 0.05581 0.06181
2005 22 0.05743 0.05443 0.06043
2005 23 0.05398 0.05098 0.05699
2005 24 0.05158 0.04858 0.05458
